code,current,name,name_short,name_tv,gender,function,country_code,country,country_long,nationality,nationality_long,nationality_code,height,weight,disciplines
1927952,TRUE,HANNESDOTTIR Edda,HANNESDOTTIR E,Edda HANNESDOTTIR,Female,Athlete,ISL,Iceland,Iceland,Iceland,Iceland,ISL,0,0,['Triathlon']
1927960,TRUE,BATKHUYAG Khulan,BATKHUYAG K,Khulan BATKHUYAG,Female,Athlete,MGL,Mongolia,Mongolia,Mongolia,Mongolia,MGL,0,0,['Wrestling']
1927969,TRUE,SHEK Wai Hung,SHEK WH,SHEK Wai Hung,Male,Athlete,HKG,"Hong Kong, China","Hong Kong, China","Hong Kong, China","Hong Kong, China",HKG,0,0,['Artistic Gymnastics']
1928036,TRUE,ADEL Ahmed,ADEL A,Ahmed ADEL,Male,Athlete,EGY,Egypt,Egypt,Egypt,Egypt,EGY,184,0,['Handball']
1928040,TRUE,OMANYALA Ferdinand,OMANYALA F,Ferdinand OMANYALA,Male,Athlete,KEN,Kenya,Kenya,Kenya,Kenya,KEN,175,0,['Athletics']
1928041,TRUE,ELWAKIL Omar,ELWAKIL O,Omar ELWAKIL,Male,Athlete,EGY,Egypt,Egypt,Egypt,Egypt,EGY,174,0,['Handball']
1928047,TRUE,MORAA Mary,MORAA M,Mary MORAA,Female,Athlete,KEN,Kenya,Kenya,Kenya,Kenya,KEN,170,0,['Athletics']
1928054,TRUE,SRBIC Tin,SRBIC T,Tin SRBIC,Male,Athlete,CRO,Croatia,Croatia,Croatia,Croatia,CRO,0,0,['Artistic Gymnastics']
1928055,TRUE,BENOVIC Aurel,BENOVIC A,Aurel BENOVIC,Male,Athlete,CRO,Croatia,Croatia,Croatia,Croatia,CRO,0,0,['Artistic Gymnastics']
1928063,TRUE,ELDERAA Seif,ELDERAA S,Seif ELDERAA,Male,Athlete,EGY,Egypt,Egypt,Egypt,Egypt,EGY,187,0,['Handball']
1928064,TRUE,AN Baul,AN B,AN Baul,Male,Athlete,KOR,Korea,Republic of Korea,Korea,Republic of Korea,KOR,0,0,['Judo']
1928066,TRUE,HAN Juyeo,HAN J,HAN Juyeo,Male,Athlete,KOR,Korea,Republic of Korea,Korea,Republic of Korea,KOR,0,0,['Judo']
1928067,TRUE,HUH Mimi,HUH M,HUH Mimi,Female,Athlete,KOR,Korea,Republic of Korea,Korea,Republic of Korea,KOR,0,0,['Judo']
1928070,TRUE,KIM Hayun,KIM H,KIM Hayun,Female,Athlete,KOR,Korea,Republic of Korea,Korea,Republic of Korea,KOR,0,0,['Judo']
1928071,TRUE,KIM Jisu,KIM J,KIM Jisu,Female,Athlete,KOR,Korea,Republic of Korea,Korea,Republic of Korea,KOR,0,0,['Judo']
1928072,TRUE,KIM Minjong,KIM M,KIM Minjong,Male,Athlete,KOR,Korea,Republic of Korea,Korea,Republic of Korea,KOR,0,0,['Judo']
1928074,TRUE,KIM Won Jin,KIM WJ,KIM Won Jin,Male,Athlete,KOR,Korea,Republic of Korea,Korea,Republic of Korea,KOR,0,0,['Judo']
1928079,TRUE,LEE Joonhwan,LEE J,LEE Joonhwan,Male,Athlete,KOR,Korea,Republic of Korea,Korea,Republic of Korea,KOR,0,0,['Judo']
1928082,TRUE,YOON Hyunji,YOON H,YOON Hyunji,Female,Athlete,KOR,Korea,Republic of Korea,Korea,Republic of Korea,KOR,0,0,['Judo']
1928083,TRUE,HESHAM Ahmed,HESHAM A,Ahmed HESHAM,Male,Athlete,EGY,Egypt,Egypt,Egypt,Egypt,EGY,191,0,['Handball']
1928146,TRUE,OMAR Yahia,OMAR Y,Yahia OMAR,Male,Athlete,EGY,Egypt,Egypt,Egypt,Egypt,EGY,195,0,['Handball']
1928155,TRUE,ELDERAA Yehia,ELDERAA Y,Yehia ELDERAA,Male,Athlete,EGY,Egypt,Egypt,Egypt,Egypt,EGY,192,0,['Handball']
1928198,TRUE,CHUGAY Andrey,CHUGAY A,Andrey CHUGAY,Male,Athlete,KAZ,Kazakhstan,Kazakhstan,Kazakhstan,Kazakhstan,KAZ,0,0,['Cycling Track']
1928201,TRUE,LUTSENKO Alexey,LUTSENKO A,Alexey LUTSENKO,Male,Athlete,KAZ,Kazakhstan,Kazakhstan,Kazakhstan,Kazakhstan,KAZ,0,0,['Cycling Road']
1928202,TRUE,FEDOROV Yevgeniy,FEDOROV Y,Yevgeniy FEDOROV,Male,Athlete,KAZ,Kazakhstan,Kazakhstan,Kazakhstan,Kazakhstan,KAZ,0,0,['Cycling Road']
1928243,TRUE,ARANBURU Alex,ARANBURU A,Alex ARANBURU,Male,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,0,0,['Cycling Road']
1928245,TRUE,AYUSO Juan,AYUSO J,Juan AYUSO,Male,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,0,0,['Cycling Road']
1928247,TRUE,BENITO PELLICER Mireia,BENITO PELLICER M,Mireia BENITO PELLICER,Female,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,0,0,['Cycling Road']
1928255,TRUE,GARCIA Margarita Victoria,GARCIA M.V,Margarita Victoria GARCIA,Female,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,0,0,['Cycling Road']
1928262,TRUE,LAZKANO Oier,LAZKANO O,Oier LAZKANO,Male,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,0,0,['Cycling Road']
1928281,TRUE,MORA VEDRI Sebastian,MORA VEDRI S,Sebastian MORA VEDRI,Male,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,0,0,['Cycling Track']
1928283,TRUE,TORRES BARCELO Albert,TORRES BARCELO A,Albert TORRES BARCELO,Male,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,0,0,['Cycling Track']
1928287,TRUE,CULLELL ESTAPE Jofre,CULLELL ESTAPE J,Jofre CULLELL ESTAPE,Male,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,0,0,['Cycling Mountain Bike']
1928292,TRUE,VALERO SERRANO David,VALERO SERRANO D,David VALERO SERRANO,Male,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,0,0,['Cycling Mountain Bike']
1928408,TRUE,ALAGIERSKA Klaudia,ALAGIERSKA K,ALAGIERSKA,Female,Athlete,POL,Poland,Poland,Poland,Poland,POL,190,0,['Volleyball']
1928412,TRUE,CZYRNIANSKA Martyna,CZYRNIANSKA M,CZYRNIANSKA,Female,Athlete,POL,Poland,Poland,Poland,Poland,POL,191,0,['Volleyball']
1928421,TRUE,JURCZYK Magdalena,JURCZYK M,JURCZYK,Female,Athlete,POL,Poland,Poland,Poland,Poland,POL,183,0,['Volleyball']
1928422,TRUE,KORNELUK Agnieszka,KORNELUK A,KORNELUK,Female,Athlete,POL,Poland,Poland,Poland,Poland,POL,200,0,['Volleyball']
1928424,TRUE,LUKASIK Martyna,LUKASIK M,LUKASIK,Female,Athlete,POL,Poland,Poland,Poland,Poland,POL,189,0,['Volleyball']
1928427,TRUE,MEDRZYK Natalia,MEDRZYK N,MEDRZYK,Female,Athlete,POL,Poland,Poland,Poland,Poland,POL,183,0,['Volleyball']
1928434,TRUE,ROZANSKI Olivia,ROZANSKI O,ROZANSKI,Female,Athlete,POL,Poland,Poland,Poland,Poland,POL,185,0,['Volleyball']
1928438,TRUE,SMARZEK Malwina,SMARZEK M,SMARZEK,Female,Athlete,POL,Poland,Poland,Poland,Poland,POL,191,0,['Volleyball']
1928440,TRUE,STENZEL Maria,STENZEL M,STENZEL,Female,Athlete,POL,Poland,Poland,Poland,Poland,POL,168,0,['Volleyball']
1928441,TRUE,STYSIAK Magdalena,STYSIAK M,STYSIAK,Female,Athlete,POL,Poland,Poland,Poland,Poland,POL,203,0,['Volleyball']
1928443,TRUE,SZCZYGLOWSKA Aleksandra,SZCZYGLOWSKA A,SZCZYGLOWSKA,Female,Athlete,POL,Poland,Poland,Poland,Poland,POL,172,0,['Volleyball']
1928446,TRUE,WENERSKA Katarzyna,WENERSKA K,WENERSKA,Female,Athlete,POL,Poland,Poland,Poland,Poland,POL,180,0,['Volleyball']
1928449,TRUE,WOLOSZ Joanna,WOLOSZ J,WOLOSZ,Female,Athlete,POL,Poland,Poland,Poland,Poland,POL,181,0,['Volleyball']
1928454,TRUE,LOSIAK Bartosz,LOSIAK B,Bartosz LOSIAK,Male,Athlete,POL,Poland,Poland,Poland,Poland,POL,190,0,['Beach Volleyball']
1928455,TRUE,BRYL Michal,BRYL M,Michal BRYL,Male,Athlete,POL,Poland,Poland,Poland,Poland,POL,200,0,['Beach Volleyball']
1928494,TRUE,TAKACS Boglarka,TAKACS B,Boglarka TAKACS,Female,Athlete,HUN,Hungary,Hungary,Hungary,Hungary,HUN,167,0,['Athletics']
1928500,TRUE,EJORE Susan Lokayo,EJORE SL,Susan Lokayo EJORE,Female,Athlete,KEN,Kenya,Kenya,Kenya,Kenya,KEN,167,0,['Athletics']
1928516,TRUE,RADOSZ Martyna,RADOSZ M,Martyna RADOSZ,Female,Athlete,POL,Poland,Poland,Poland,Poland,POL,0,0,['Rowing']
1928517,TRUE,WELNA Katarzyna,WELNA K,Katarzyna WELNA,Female,Athlete,POL,Poland,Poland,Poland,Poland,POL,0,0,['Rowing']
1928520,TRUE,BISKUP Mateusz,BISKUP M,Mateusz BISKUP,Male,Athlete,POL,Poland,Poland,Poland,Poland,POL,0,0,['Rowing']
1928529,TRUE,CZAJA Dominik,CZAJA D,Dominik CZAJA,Male,Athlete,POL,Poland,Poland,Poland,Poland,POL,0,0,['Rowing']
1928530,TRUE,BARANSKI Fabian,BARANSKI F,Fabian BARANSKI,Male,Athlete,POL,Poland,Poland,Poland,Poland,POL,0,0,['Rowing']
1928533,TRUE,OJELI Ifeanyi Emmanuel,OJELI IE,Ifeanyi Emmanuel OJELI,Male,Athlete,NGR,Nigeria,Nigeria,Nigeria,Nigeria,NGR,195,0,['Athletics']
1928538,TRUE,PIRON CANDELARIO Beatriz,PIRON CANDELARIO B,Beatriz PIRON CANDELARIO,Female,Athlete,DOM,Dominican Republic,Dominican Republic,Dominican Republic,Dominican Republic,DOM,0,0,['Weightlifting']
1928547,TRUE,ALFAQAAN Soaad,ALFAQAAN S,Soaad ALFAQAAN,Female,Athlete,KUW,Kuwait,Kuwait,Kuwait,Kuwait,KUW,0,0,['Rowing']
1928551,TRUE,ZIETARSKI Miroslaw,ZIETARSKI M,Miroslaw ZIETARSKI,Male,Athlete,POL,Poland,Poland,Poland,Poland,POL,0,0,['Rowing']
1928566,TRUE,NACHULA Racheal,NACHULA R,Racheal NACHULA,Female,Athlete,ZAM,Zambia,Zambia,Zambia,Zambia,ZAM,160,0,['Football']
1928574,TRUE,ONWUZURIKE Udodi Chudi,ONWUZURIKE UC,Udodi Chudi ONWUZURIKE,Male,Athlete,NGR,Nigeria,Nigeria,Nigeria,Nigeria,NGR,183,0,['Athletics']
1928585,TRUE,SANTANA PEGUERO Crismery,SANTANA PEGUERO C,Crismery SANTANA PEGUERO,Female,Athlete,DOM,Dominican Republic,Dominican Republic,Dominican Republic,Dominican Republic,DOM,0,0,['Weightlifting']
1928778,TRUE,ZUBAID Mohamad,ZUBAID M,Mohamad ZUBAID,Male,Athlete,KUW,Kuwait,Kuwait,Kuwait,Kuwait,KUW,0,0,['Swimming']
1928782,TRUE,VARGA Donat,VARGA D,Donat VARGA,Male,Athlete,HUN,Hungary,Hungary,Hungary,Hungary,HUN,192,0,['Athletics']
1928786,TRUE,CHERUIYOT Reynold,CHERUIYOT R,Reynold CHERUIYOT,Male,Athlete,KEN,Kenya,Kenya,Kenya,Kenya,KEN,173,0,['Athletics']
1928793,TRUE,DASHTI Lara,DASHTI L,Lara DASHTI,Female,Athlete,KUW,Kuwait,Kuwait,Kuwait,Kuwait,KUW,0,0,['Swimming']
1928799,TRUE,VENYERCSAN Bence,VENYERCSAN B,Bence VENYERCSAN,Male,Athlete,HUN,Hungary,Hungary,Hungary,Hungary,HUN,173,0,['Athletics']
1928808,TRUE,RAKOTOARIMANANA Fabio,RAKOTOARIMANANA F,Fabio RAKOTOARIMANANA,Male,Athlete,MAD,Madagascar,Madagascar,Madagascar,Madagascar,MAD,0,0,['Table Tennis']
1928817,TRUE,WAGNER-GYURKES Viktoria,WAGNER-GYURKES V,Viktoria WAGNER-GYURKES,Female,Athlete,HUN,Hungary,Hungary,Hungary,Hungary,HUN,172,0,['Athletics']
1928822,TRUE,CHEPKOECH Jackline,CHEPKOECH J,Jackline CHEPKOECH,Female,Athlete,KEN,Kenya,Kenya,Kenya,Kenya,KEN,167,0,['Athletics']
1928834,TRUE,MEJIA PEGUERO Yudelina,MEJIA PEGUERO Y,Yudelina MEJIA PEGUERO,Female,Athlete,DOM,Dominican Republic,Dominican Republic,Dominican Republic,Dominican Republic,DOM,0,0,['Weightlifting']
1928842,TRUE,PEVTSOV Rostislav,PEVTSOV R,Rostislav PEVTSOV,Male,Athlete,AZE,Azerbaijan,Azerbaijan,Azerbaijan,Azerbaijan,AZE,0,0,['Triathlon']
1928863,TRUE,SUNDAY Israel Okon,SUNDAY IO,Israel Okon SUNDAY,Male,Athlete,NGR,Nigeria,Nigeria,Nigeria,Nigeria,NGR,177,0,['Athletics']
1928878,TRUE,DYMCHENKO Diana,DYMCHENKO D,Diana DYMCHENKO,Female,Athlete,AZE,Azerbaijan,Azerbaijan,Azerbaijan,Azerbaijan,AZE,0,0,['Rowing']
1928894,TRUE,EYAKPOBEYAN Justina Tiana,EYAKPOBEYAN JT,Justina Tiana EYAKPOBEYAN,Female,Athlete,NGR,Nigeria,Nigeria,Nigeria,Nigeria,NGR,164,0,['Athletics']
1928902,TRUE,JORUNNARDOTTIR Snaefridur Sol,JORUNNARDOTTIR SS,Snaefridur Sol JORUNNARDOTTIR,Female,Athlete,ISL,Iceland,Iceland,Iceland,Iceland,ISL,0,0,['Swimming']
1928906,TRUE,RASOANAIVO RAZAFY Aina Laura,RASOANAIVO RAZAFY,Aina Laura RASOANAIVO RAZAFY,Female,Athlete,MAD,Madagascar,Madagascar,Madagascar,Madagascar,MAD,0,0,['Judo']
1928916,TRUE,ONOJUVWEVWO Ella,ONOJUVWEVWO E,Ella ONOJUVWEVWO,Female,Athlete,NGR,Nigeria,Nigeria,Nigeria,Nigeria,NGR,162,0,['Athletics']
1928919,TRUE,McKEE Anton,McKEE A,Anton McKEE,Male,Athlete,ISL,Iceland,Iceland,Iceland,Iceland,ISL,0,0,['Swimming']
1929156,TRUE,SVAVARSSON Hakon,SVAVARSSON H,Hakon SVAVARSSON,Male,Athlete,ISL,Iceland,Iceland,Iceland,Iceland,ISL,0,0,['Shooting']
1929207,TRUE,LEKAI Mate,LEKAI M,Mate LEKAI,Male,Athlete,HUN,Hungary,Hungary,Hungary,Hungary,HUN,190,0,['Handball']
1929213,TRUE,MORILLO Moira,MORILLO M,Moira MORILLO,Female,Athlete,DOM,Dominican Republic,Dominican Republic,Dominican Republic,Dominican Republic,DOM,0,0,['Judo']
1929214,TRUE,BANHIDI Bence,BANHIDI B,Bence BANHIDI,Male,Athlete,HUN,Hungary,Hungary,Hungary,Hungary,HUN,206,0,['Handball']
1929215,TRUE,NWACHUKWU Dubem,NWACHUKWU D,Dubem NWACHUKWU,Male,Athlete,NGR,Nigeria,Nigeria,Nigeria,Nigeria,NGR,198,0,['Athletics']
1929219,TRUE,FAZEKAS Gergo,FAZEKAS G,Gergo FAZEKAS,Male,Athlete,HUN,Hungary,Hungary,Hungary,Hungary,HUN,190,0,['Handball']
1929225,TRUE,TENGUE Terence,TENGUE T,Terence TENGUE,Male,Athlete,CAF,Centr Afric Re,Central African Republic,Centr Afric Re,Central African Republic,CAF,0,0,['Swimming']
1929226,TRUE,PALASICS Kristof,PALASICS K,Kristof PALASICS,Male,Athlete,HUN,Hungary,Hungary,Hungary,Hungary,HUN,199,0,['Handball']
1929228,TRUE,NATHANIEL Ezekiel,NATHANIEL E,Ezekiel NATHANIEL,Male,Athlete,NGR,Nigeria,Nigeria,Nigeria,Nigeria,NGR,195,0,['Athletics']
1929250,TRUE,AKINTOLA Alaba Olukunle,AKINTOLA AO,Alaba Olukunle AKINTOLA,Male,Athlete,NGR,Nigeria,Nigeria,Nigeria,Nigeria,NGR,173,0,['Athletics']
1929297,TRUE,ANDET Tracy Marine,ANDET TM,Tracy Marine ANDET,Female,Athlete,CAF,Centr Afric Re,Central African Republic,Centr Afric Re,Central African Republic,CAF,0,0,['Swimming']
1929428,TRUE,OKEZIE Chidi,OKEZIE C,Chidi OKEZIE,Male,Athlete,NGR,Nigeria,Nigeria,Nigeria,Nigeria,NGR,201,0,['Athletics']
1929433,TRUE,VARGAS LEY Mary Dee,VARGAS LEY MD,Mary Dee VARGAS LEY,Female,Athlete,CHI,Chile,Chile,Chile,Chile,CHI,0,0,['Judo']
1929606,TRUE,RIBERA Maria Jose,RIBERA MJ,Maria Jose RIBERA,Female,Athlete,BOL,Bolivia,Bolivia,Bolivia,Bolivia,BOL,0,0,['Swimming']
1929613,TRUE,TANIYEVA Elzhana,TANIYEVA E,Elzhana TANIYEVA,Female,Athlete,KAZ,Kazakhstan,Kazakhstan,Kazakhstan,Kazakhstan,KAZ,0,0,['Rhythmic Gymnastics']
1929616,TRUE,KURBANOV Ruslan,KURBANOV R,Ruslan KURBANOV,Male,Athlete,KAZ,Kazakhstan,Kazakhstan,Kazakhstan,Kazakhstan,KAZ,0,0,['Fencing']
1929617,TRUE,ALIMZHANOV Elmir,ALIMZHANOV E,Elmir ALIMZHANOV,Male,Athlete,KAZ,Kazakhstan,Kazakhstan,Kazakhstan,Kazakhstan,KAZ,0,0,['Fencing']
1929618,TRUE,SHARLAIMOV Vadim,SHARLAIMOV V,Vadim SHARLAIMOV,Male,Athlete,KAZ,Kazakhstan,Kazakhstan,Kazakhstan,Kazakhstan,KAZ,0,0,['Fencing']
1929619,TRUE,SERTAY Yerlik,SERTAY Y,Yerlik SERTAY,Male,Athlete,KAZ,Kazakhstan,Kazakhstan,Kazakhstan,Kazakhstan,KAZ,0,0,['Fencing']
1929626,TRUE,SARYBAY Aigerim,SARYBAY A,Aigerim SARYBAY,Female,Athlete,KAZ,Kazakhstan,Kazakhstan,Kazakhstan,Kazakhstan,KAZ,0,0,['Fencing']
1929684,TRUE,DELL AQUILA Vito,DELL AQUILA V,Vito DELL AQUILA,Male,Athlete,ITA,Italy,Italy,Italy,Italy,ITA,0,0,['Taekwondo']
1929685,TRUE,ALESSIO Simone,ALESSIO S,Simone ALESSIO,Male,Athlete,ITA,Italy,Italy,Italy,Italy,ITA,0,0,['Taekwondo']
1929686,TRUE,MATONTI Ilenia Elisabetta,MATONTI IE,Ilenia Elisabetta MATONTI,Female,Athlete,ITA,Italy,Italy,Italy,Italy,ITA,0,0,['Taekwondo']
1929689,TRUE,BARRIOS VERA Marcelo Tomas,BARRIOS VERA MT,Marcelo Tomas BARRIOS VERA,Male,Athlete,CHI,Chile,Chile,Chile,Chile,CHI,191,0,['Tennis']
1929695,TRUE,LASSO Erika,LASSO E,Erika LASSO,Female,Athlete,COL,Colombia,Colombia,Colombia,Colombia,COL,0,0,['Judo']
1929708,TRUE,NUNEZ del PRADO Esteban,NUNEZ del PRADO E,Esteban NUNEZ del PRADO,Male,Athlete,BOL,Bolivia,Bolivia,Bolivia,Bolivia,BOL,0,0,['Swimming']
1929748,TRUE,PICCOLIN Giorgia,PICCOLIN G,Giorgia PICCOLIN,Female,Athlete,ITA,Italy,Italy,Italy,Italy,ITA,0,0,['Table Tennis']
1929749,TRUE,VIVARELLI Debora,VIVARELLI D,Debora VIVARELLI,Female,Athlete,ITA,Italy,Italy,Italy,Italy,ITA,0,0,['Table Tennis']
1929767,TRUE,PINTADO Brian Daniel,PINTADO BD,Brian Daniel PINTADO,Male,Athlete,ECU,Ecuador,Ecuador,Ecuador,Ecuador,ECU,167,0,['Athletics']
1929786,TRUE,JARRY Nicolas,JARRY N,Nicolas JARRY,Male,Athlete,CHI,Chile,Chile,Chile,Chile,CHI,200,0,['Tennis']
1929963,TRUE,FLORENTINO Robert,FLORENTINO R,Robert FLORENTINO,Male,Athlete,DOM,Dominican Republic,Dominican Republic,Dominican Republic,Dominican Republic,DOM,182,0,['Judo']
1929977,TRUE,HURTADO David,HURTADO D,David HURTADO,Male,Athlete,ECU,Ecuador,Ecuador,Ecuador,Ecuador,ECU,170,0,['Athletics']
1929981,TRUE,TABILO Alejandro,TABILO A,Alejandro TABILO,Male,Athlete,CHI,Chile,Chile,Chile,Chile,CHI,190,0,['Tennis']
1929989,TRUE,JIMENEZ ARROBO Jordy Rafael,JIMENEZ ARROBO JR,Jordy Rafael JIMENEZ ARROBO,Male,Athlete,ECU,Ecuador,Ecuador,Ecuador,Ecuador,ECU,171,0,['Athletics']
1929998,TRUE,ALMADA Thiago,ALMADA T,Thiago ALMADA,Male,Athlete,ARG,Argentina,Argentina,Argentina,Argentina,ARG,171,0,['Football']
1930005,TRUE,CAICEDO Juan,CAICEDO J,Juan CAICEDO,Male,Athlete,ECU,Ecuador,Ecuador,Ecuador,Ecuador,ECU,185,0,['Athletics']
1930032,TRUE,CHACHA Rosa Alva,CHACHA RA,Rosa Alva CHACHA,Female,Athlete,ECU,Ecuador,Ecuador,Ecuador,Ecuador,ECU,150,0,['Athletics']
1930110,TRUE,ORTIZ MOROCHO Silvia Patricia,ORTIZ MOROCHO SP,Silvia Patricia ORTIZ MOROCHO,Female,Athlete,ECU,Ecuador,Ecuador,Ecuador,Ecuador,ECU,160,0,['Athletics']
1930118,TRUE,PEYRAUD-MAGNIN Pauline,PEYRAUD-MAGNIN P,Pauline PEYRAUD-MAGNIN,Female,Athlete,FRA,France,France,France,France,FRA,175,0,['Football']
1930119,TRUE,PICAUD Constance,PICAUD C,Constance PICAUD,Female,Athlete,FRA,France,France,France,France,FRA,180,0,['Football']
1930121,TRUE,CASCARINO Estelle,CASCARINO E,Estelle CASCARINO,Female,Athlete,FRA,France,France,France,France,FRA,165,0,['Football']
1930122,TRUE,de ALMEIDA Elisa,de ALMEIDA E,Elisa de ALMEIDA,Female,Athlete,FRA,France,France,France,France,FRA,171,0,['Football']
1930123,TRUE,KARCHAOUI Sakina,KARCHAOUI S,Sakina KARCHAOUI,Female,Athlete,FRA,France,France,France,France,FRA,160,0,['Football']
1930124,TRUE,LAKRAR Maelle,LAKRAR M,Maelle LAKRAR,Female,Athlete,FRA,France,France,France,France,FRA,171,0,['Football']
1930126,TRUE,MBOCK BATHY Griedge,MBOCK BATHY G,Griedge MBOCK BATHY,Female,Athlete,FRA,France,France,France,France,FRA,172,0,['Football']
1930129,TRUE,PERISSET Eve,PERISSET E,Eve PERISSET,Female,Athlete,FRA,France,France,France,France,FRA,160,0,['Football']
1930130,TRUE,RENARD Wendie,RENARD W,Wendie RENARD,Female,Athlete,FRA,France,France,France,France,FRA,187,0,['Football']
1930133,TRUE,BACHA Selma,BACHA S,Selma BACHA,Female,Athlete,FRA,France,France,France,France,FRA,161,0,['Football']
1930136,TRUE,DALI Kenza,DALI K,Kenza DALI,Female,Athlete,FRA,France,France,France,France,FRA,165,0,['Football']
1930140,TRUE,GEYORO Grace,GEYORO G,Grace GEYORO,Female,Athlete,FRA,France,France,France,France,FRA,168,0,['Football']
1930141,TRUE,HENRY Amandine,HENRY A,Amandine HENRY,Female,Athlete,FRA,France,France,France,France,FRA,171,0,['Football']
1930147,TRUE,TOLETTI Sandie,TOLETTI S,Sandie TOLETTI,Female,Athlete,FRA,France,France,France,France,FRA,169,0,['Football']
1930151,TRUE,BALTIMORE Sandy,BALTIMORE S,Sandy BALTIMORE,Female,Athlete,FRA,France,France,France,France,FRA,156,0,['Football']
1930152,TRUE,BECHO Vicki,BECHO V,Vicki BECHO,Female,Athlete,FRA,France,France,France,France,FRA,168,0,['Football']
1930155,TRUE,CASCARINO Delphine,CASCARINO D,Delphine CASCARINO,Female,Athlete,FRA,France,France,France,France,FRA,165,0,['Football']
1930156,TRUE,DIANI Kadidiatou,DIANI K,Kadidiatou DIANI,Female,Athlete,FRA,France,France,France,France,FRA,169,0,['Football']
1930160,TRUE,KATOTO Marie-Antoinette,KATOTO MA,Marie-Antoinette KATOTO,Female,Athlete,FRA,France,France,France,France,FRA,177,0,['Football']
1930161,TRUE,le SOMMER Eugenie,le SOMMER E,Eugenie le SOMMER,Female,Athlete,FRA,France,France,France,France,FRA,161,0,['Football']
1930214,TRUE,NIKOLAOU Konstantia,NIKOLAOU K,Konstantia NIKOLAOU,Female,Athlete,CYP,Cyprus,Cyprus,Cyprus,Cyprus,CYP,0,0,['Shooting']
1930226,TRUE,CARDOZO REY Alisson Camila,CARDOZO REY AC,Alisson Camila CARDOZO REY,Female,Athlete,COL,Colombia,Colombia,Colombia,Colombia,COL,0,0,['Wrestling']
1930231,TRUE,CUERO MUNOZ Jair Alexis,CUERO MUNOZ JA,Jair Alexis CUERO MUNOZ,Male,Athlete,COL,Colombia,Colombia,Colombia,Colombia,COL,0,0,['Wrestling']
1930234,TRUE,LISSE Jalen,LISSE J,Jalen LISSE,Male,Athlete,SUR,Suriname,Suriname,Suriname,Suriname,SUR,179,0,['Athletics']
1930235,TRUE,ALVAREZ Julian,ALVAREZ J,Julian ALVAREZ,Male,Athlete,ARG,Argentina,Argentina,Argentina,Argentina,ARG,170,0,['Football']
1930237,TRUE,AMIONE Bruno,AMIONE B,Bruno AMIONE,Male,Athlete,ARG,Argentina,Argentina,Argentina,Argentina,ARG,189,0,['Football']
1930239,TRUE,MUNOZ JARAMILLO Carlos Andres,MUNOZ JARAMILLO CA,Carlos Andres MUNOZ JARAMILLO,Male,Athlete,COL,Colombia,Colombia,Colombia,Colombia,COL,0,0,['Wrestling']
1930249,TRUE,BELTRAN Lucas,BELTRAN L,Lucas BELTRAN,Male,Athlete,ARG,Argentina,Argentina,Argentina,Argentina,ARG,175,0,['Football']
1930254,TRUE,TOLEUGALI Batyrkhan,TOLEUGALI B,Batyrkhan TOLEUGALI,Male,Athlete,KAZ,Kazakhstan,Kazakhstan,Kazakhstan,Kazakhstan,KAZ,0,0,['Taekwondo']
1930255,TRUE,ABABAKIROV Samirkhon,ABABAKIROV S,Samirkhon ABABAKIROV,Male,Athlete,KAZ,Kazakhstan,Kazakhstan,Kazakhstan,Kazakhstan,KAZ,0,0,['Taekwondo']
1930276,TRUE,BUBLIK Alexander,BUBLIK A,Alexander BUBLIK,Male,Athlete,KAZ,Kazakhstan,Kazakhstan,Kazakhstan,Kazakhstan,KAZ,196,0,['Tennis']
1930278,TRUE,NEDOVYESOV Aleksandr,NEDOVYESOV A,Aleksandr NEDOVYESOV,Male,Athlete,KAZ,Kazakhstan,Kazakhstan,Kazakhstan,Kazakhstan,KAZ,188,0,['Tennis']
1930284,TRUE,RYBAKINA Elena,RYBAKINA E,Elena RYBAKINA,Female,Athlete,KAZ,Kazakhstan,Kazakhstan,Kazakhstan,Kazakhstan,KAZ,184,0,['Tennis']
1930292,TRUE,BREY Leandro,BREY L,Leandro BREY,Male,Athlete,ARG,Argentina,Argentina,Argentina,Argentina,ARG,191,0,['Football']
1930367,TRUE,CAICEDO Nicole,CAICEDO N,Nicole CAICEDO,Female,Athlete,ECU,Ecuador,Ecuador,Ecuador,Ecuador,ECU,170,0,['Athletics']
1930371,TRUE,NAZARENO Aimara,NAZARENO A,Aimara NAZARENO,Female,Athlete,ECU,Ecuador,Ecuador,Ecuador,Ecuador,ECU,168,0,['Athletics']
1930372,TRUE,di CESARE Marco,di CESARE M,Marco di CESARE,Male,Athlete,ARG,Argentina,Argentina,Argentina,Argentina,ARG,186,0,['Football']
1930375,TRUE,ECHEVERRI Claudio,ECHEVERRI C,Claudio ECHEVERRI,Male,Athlete,ARG,Argentina,Argentina,Argentina,Argentina,ARG,171,0,['Football']
