code,current,team,team_gender,country_code,country,country_long,discipline,disciplines_code,events,num_athletes,num_coaches
T133048054128,FALSE,United States of America,M,USA,United States,United States of America,Swimming,SWM,,4,
T134130092240,FALSE,People's Republic of China,W,CHN,China,People's Republic of China,Swimming,SWM,,4,
T134149068080,FALSE,Netherlands,M,NED,Netherlands,Netherlands,Swimming,SWM,,4,
T135067238066,FALSE,People's Republic of China,W,CHN,China,People's Republic of China,Rowing,ROW,Women's Quadruple Sculls,4,
T135144033254,FALSE,People's Republic of China,W,CHN,China,People's Republic of China,Swimming,SWM,,4,
T136207100235,FALSE,Germany,M,GER,Germany,Germany,Canoe Sprint,CSP,Men's Kayak Four 500m,4,
T136232070138,FALSE,People's Republic of China,X,CHN,China,People's Republic of China,Swimming,SWM,,4,
T137153163006,FALSE,Australia,W,AUS,Australia,Australia,Swimming,SWM,,4,
T138230063185,FALSE,United States of America,W,USA,United States,United States of America,Swimming,SWM,,4,
T139082206031,FALSE,People's Republic of China,W,CHN,China,People's Republic of China,Swimming,SWM,,4,
T140007067165,FALSE,Australia,W,AUS,Australia,Australia,Swimming,SWM,,4,
T140176027011,FALSE,People's Republic of China,W,CHN,China,People's Republic of China,Swimming,SWM,,4,
T141135060156,FALSE,Germany,W,GER,Germany,Germany,Swimming,SWM,,4,
T143157012191,FALSE,New Zealand,W,NZL,New Zealand,New Zealand,Swimming,SWM,,4,
T144159001066,FALSE,Australia,W,AUS,Australia,Australia,Swimming,SWM,,4,
T144224053168,FALSE,United States of America,M,USA,United States,United States of America,Swimming,SWM,,4,
T144247061115,FALSE,Canada,M,CAN,Canada,Canada,Swimming,SWM,,4,
T145195042022,FALSE,Australia,M,AUS,Australia,Australia,Swimming,SWM,,4,
T146196227215,FALSE,United States of America,W,USA,United States,United States of America,Swimming,SWM,,4,
T146250208081,FALSE,Australia,W,AUS,Australia,Australia,Swimming,SWM,,4,
T147031123022,FALSE,Greece,M,GRE,Greece,Greece,Swimming,SWM,,4,
T147237182130,FALSE,United States of America,M,USA,United States,United States of America,Swimming,SWM,,,
T150192020010,FALSE,Russian Federation,W,RUS,Russian Federation,Russian Federation,Swimming,SWM,,4,
T150208041031,FALSE,United States of America,W,USA,United States,United States of America,Swimming,SWM,,4,
T151104038079,FALSE,People's Republic of China,X,CHN,China,People's Republic of China,Swimming,SWM,,4,
T151165203059,FALSE,Australia,W,AUS,Australia,Australia,Swimming,SWM,,4,
T151248169221,FALSE,People's Republic of China,W,CHN,China,People's Republic of China,Swimming,SWM,,4,
T152007104101,FALSE,United States of America,M,USA,United States,United States of America,Swimming,SWM,,4,
T152072158000,FALSE,United States of America,M,USA,United States,United States of America,Swimming,SWM,,4,
T153072139060,FALSE,People's Republic of China,X,CHN,China,People's Republic of China,Swimming,SWM,,4,
T154252007135,FALSE,United States of America,W,USA,United States,United States of America,Swimming,SWM,,4,
T155251247033,FALSE,United States of America,W,USA,United States,United States of America,Swimming,SWM,,4,
T156038232203,FALSE,Brazil,W,BRA,Brazil,Brazil,Swimming,SWM,,4,
T156096141213,FALSE,Australia,W,AUS,Australia,Australia,Swimming,SWM,,4,
T157141039174,FALSE,United States of America,X,USA,United States,United States of America,Swimming,SWM,,4,
T159071241179,FALSE,New Zealand,W,NZL,New Zealand,New Zealand,Rowing,ROW,Women's Pair,2,
T159085242241,FALSE,Great Britain,M,GBR,Great Britain,Great Britain,Swimming,SWM,,4,
T159093137068,FALSE,Republic of Korea,W,KOR,Korea,Republic of Korea,Archery,ARC,,3,
T159170064046,FALSE,United States of America,M,USA,United States,United States of America,Swimming,SWM,,4,
T160155181193,FALSE,Italy,W,ITA,Italy,Italy,Rowing,ROW,Lightweight Women's Double Sculls,2,
T160254050136,FALSE,United States of America,X,USA,United States,United States of America,Swimming,SWM,,4,
T161191071133,FALSE,People's Republic of China,W,CHN,China,People's Republic of China,Swimming,SWM,,4,
T162219254220,FALSE,Australia,M,AUS,Australia,Australia,Rowing,ROW,Men's Four,4,
T163062069251,FALSE,United States of America,M,USA,United States,United States of America,Swimming,SWM,,4,
T163072084245,FALSE,Israel,X,ISR,Israel,Israel,Swimming,SWM,,4,
T163127098077,FALSE,Poland,W,POL,Poland,Poland,Swimming,SWM,,4,
T164107208177,FALSE,United States of America,M,USA,United States,United States of America,Swimming,SWM,,4,
T164131189204,FALSE,XU Shixiao / SUN Mengya,W,CHN,China,People's Republic of China,Canoe Sprint,CSP,Women's Canoe Double 500m,2,
T164201023192,FALSE,Australia,W,AUS,Australia,Australia,Swimming,SWM,,4,
T164227030087,FALSE,Poland,W,POL,Poland,Poland,Swimming,SWM,,4,
T165150246048,FALSE,France,M,FRA,France,France,Swimming,SWM,,4,
T165219065158,FALSE,German Democratic Republic,W,GDR,German Dem. Republic,German Democratic Republic,Swimming,SWM,,4,
T165230053108,FALSE,Australia,M,AUS,Australia,Australia,Swimming,SWM,,4,
T165255017046,FALSE,Australia,W,AUS,Australia,Australia,Swimming,SWM,,4,
T170011107055,FALSE,Italy,M,ITA,Italy,Italy,Swimming,SWM,,4,
T170120112068,FALSE,Australia,W,AUS,Australia,Australia,Rowing,ROW,Women's Double Sculls,2,
T170150126026,FALSE,Ireland,M,IRL,Ireland,Ireland,Rowing,ROW,Lightweight Men's Double Sculls,2,
T172050237073,FALSE,People's Republic of China,X,CHN,China,People's Republic of China,Swimming,SWM,,4,
T173034009013,FALSE,Federal Republic of Germany,M,FRG,FRG,Federal Republic of Germany,Swimming,SWM,,4,
T175179048136,FALSE,United States of America,M,USA,United States,United States of America,Rowing,ROW,Men's Eight,9,
T176081239160,FALSE,United States of America,M,USA,United States,United States of America,Swimming,SWM,,4,
T176093139168,FALSE,Australia,W,AUS,Australia,Australia,Rowing,ROW,Women's Four,4,
T176106184236,FALSE,People's Republic of China,W,CHN,China,People's Republic of China,Swimming,SWM,,4,
T176208225219,FALSE,United States of America,M,USA,United States,United States of America,Swimming,SWM,,4,
T176255250242,FALSE,Great Britain,X,GBR,Great Britain,Great Britain,Swimming,SWM,,4,
T177095146045,FALSE,CARRINGTON Lisa / REGAL Caitlin,W,NZL,New Zealand,New Zealand,Canoe Sprint,CSP,Women's Kayak Double 500m,2,
T177099104150,FALSE,United States of America,M,USA,United States,United States of America,Swimming,SWM,,4,
T177131070058,FALSE,Great Britain,X,GBR,Great Britain,Great Britain,Swimming,SWM,,4,
T177162067254,FALSE,Australia,X,AUS,Australia,Australia,Swimming,SWM,,4,
T177215118232,FALSE,People's Republic of China,M,CHN,China,People's Republic of China,Swimming,SWM,,4,
T178131014059,FALSE,Australia,W,AUS,Australia,Australia,Swimming,SWM,,4,
T179016191120,FALSE,Australia,M,AUS,Australia,Australia,Swimming,SWM,,4,
T179170112181,FALSE,New Zealand,M,NZL,New Zealand,New Zealand,Rowing,ROW,Men's Pair,2,
T180005075132,FALSE,Australia,W,AUS,Australia,Australia,Swimming,SWM,,4,
T180082238036,FALSE,Australia,W,AUS,Australia,Australia,Swimming,SWM,,4,
T181050155106,FALSE,MENG Guanliang / YANG Wenjun,M,CHN,China,People's Republic of China,Canoe Sprint,CSP,Men's Canoe Double 500m,2,
T182013107120,FALSE,Australia,M,AUS,Australia,Australia,Swimming,SWM,,4,
T182159012196,FALSE,Romania,W,ROU,Romania,Romania,Rowing,ROW,Women's Eight,9,
T183042211129,FALSE,Netherlands,M,NED,Netherlands,Netherlands,Swimming,SWM,,4,
T183209174099,FALSE,United States of America,W,USA,United States,United States of America,Swimming,SWM,,4,
T184186134220,FALSE,Great Britain,X,GBR,Great Britain,Great Britain,Swimming,SWM,,4,
T185128006082,FALSE,United States of America,W,USA,United States,United States of America,Swimming,SWM,,4,
T185180078216,FALSE,United States of America,W,USA,United States,United States of America,Swimming,SWM,,4,
T186035252019,FALSE,United States of America,X,USA,United States,United States of America,Swimming,SWM,,4,
T186102254129,FALSE,Italy,M,ITA,Italy,Italy,Swimming,SWM,,4,
T186119241049,FALSE,New Zealand,W,NZL,New Zealand,New Zealand,Swimming,SWM,,4,
T187154083112,FALSE,United States of America,M,USA,United States,United States of America,Swimming,SWM,,4,
T188255247159,FALSE,United States of America,X,USA,United States,United States of America,Swimming,SWM,,4,
T189119064069,FALSE,United States of America,M,USA,United States,United States of America,Swimming,SWM,,4,
T190092002110,FALSE,Denmark,W,DEN,Denmark,Denmark,Swimming,SWM,,4,
T190186209138,FALSE,Great Britain,W,GBR,Great Britain,Great Britain,Swimming,SWM,,4,
T191201107174,FALSE,Great Britain,W,GBR,Great Britain,Great Britain,Rowing,ROW,Lightweight Women's Double Sculls,2,
T193026024173,FALSE,Great Britain,M,GBR,Great Britain,Great Britain,Swimming,SWM,,4,
T196095020070,FALSE,Lithuania,M,LTU,Lithuania,Lithuania,Swimming,SWM,,4,
T196196115151,FALSE,People's Republic of China,W,CHN,China,People's Republic of China,Swimming,SWM,,4,
T197028067226,FALSE,Republic of Korea,M,KOR,Korea,Republic of Korea,Swimming,SWM,,4,
T197064043186,FALSE,France,M,FRA,France,France,Swimming,SWM,,4,
T197121211099,FALSE,Great Britain,M,GBR,Great Britain,Great Britain,Swimming,SWM,,4,
T197192199178,FALSE,Australia,W,AUS,Australia,Australia,Swimming,SWM,,4,
T200208094172,FALSE,United States of America,M,USA,United States,United States of America,Swimming,SWM,,4,
T204026223054,FALSE,United States of America,W,USA,United States,United States of America,Swimming,SWM,,4,
T204027239107,FALSE,South Africa,W,RSA,South Africa,South Africa,Swimming,SWM,,4,
T204216145015,FALSE,United States of America,X,USA,United States,United States of America,Swimming,SWM,,4,
T207042251035,FALSE,People's Republic of China,W,CHN,China,People's Republic of China,Swimming,SWM,,4,
T210060000005,FALSE,United States of America,M,USA,United States,United States of America,Swimming,SWM,,4,
T210070222027,FALSE,South Africa,M,RSA,South Africa,South Africa,Swimming,SWM,,4,
T211255218208,FALSE,People's Republic of China,X,CHN,China,People's Republic of China,Swimming,SWM,,4,
T212055046088,FALSE,Australia,W,AUS,Australia,Australia,Swimming,SWM,,4,
T215142183070,FALSE,KOROVASHKOV Alexey / SHTYL Ivan,M,RUS,Russian Federation,Russian Federation,Canoe Sprint,CSP,Men's Canoe Double 500m,2,
T216012230223,FALSE,People's Republic of China,W,CHN,China,People's Republic of China,Swimming,SWM,,4,
T216014106137,FALSE,South Africa,M,RSA,South Africa,South Africa,Swimming,SWM,,4,
T216092071169,FALSE,United States of America,M,USA,United States,United States of America,Swimming,SWM,,4,
T217136143024,FALSE,Netherlands,M,NED,Netherlands,Netherlands,Rowing,ROW,Men's Quadruple Sculls,4,
T217151129191,FALSE,Australia,W,AUS,Australia,Australia,Swimming,SWM,,4,
T217177120018,FALSE,United States of America,M,USA,United States,United States of America,Swimming,SWM,,4,
T218022032195,FALSE,Russian Federation,M,RUS,Russian Federation,Russian Federation,Swimming,SWM,,4,
T218038013073,FALSE,Netherlands,W,NED,Netherlands,Netherlands,Swimming,SWM,,4,
T218120199207,FALSE,Republic of Korea,X,KOR,Korea,Republic of Korea,Archery,ARC,,2,
T218141014095,FALSE,VINCENT-LAPOINTE Laurence / VINCENT Katie,W,CAN,Canada,Canada,Canoe Sprint,CSP,Women's Canoe Double 500m,2,
T220064210078,FALSE,Canada,W,CAN,Canada,Canada,Swimming,SWM,,4,
T221144098126,FALSE,United States of America,M,USA,United States,United States of America,Swimming,SWM,,4,
T221255160105,FALSE,United States of America,M,USA,United States,United States of America,Swimming,SWM,,4,
T222244021165,FALSE,People's Republic of China,X,CHN,China,People's Republic of China,Shooting,SHO,,2,
T223096066167,FALSE,United States of America,X,USA,United States,United States of America,Shooting,SHO,,2,
T224085015032,FALSE,Australia,X,AUS,Australia,Australia,Swimming,SWM,,4,
T225095247005,FALSE,United States of America,M,USA,United States,United States of America,Swimming,SWM,,4,
T226131186151,FALSE,Australia,M,AUS,Australia,Australia,Swimming,SWM,,4,
T226159240093,FALSE,People's Republic of China,W,CHN,China,People's Republic of China,Swimming,SWM,,4,
T226192081090,FALSE,India,X,IND,India,India,Shooting,SHO,,2,
T227166195031,FALSE,United States of America,W,USA,United States,United States of America,Swimming,SWM,,4,
T227227075171,FALSE,People's Republic of China,W,CHN,China,People's Republic of China,Swimming,SWM,,4,
T228006119010,FALSE,United States of America,M,USA,United States,United States of America,Swimming,SWM,,4,
T228010157078,FALSE,Australia,W,AUS,Australia,Australia,Swimming,SWM,,4,
T228211081171,FALSE,Germany,W,GER,Germany,Germany,Swimming,SWM,,4,
T229196244224,FALSE,India,X,IND,India,India,Shooting,SHO,,2,
T231142178065,FALSE,United States of America,X,USA,United States,United States of America,Swimming,SWM,,4,
T231254107028,FALSE,People's Republic of China,X,CHN,China,People's Republic of China,Swimming,SWM,,4,
T232052083063,FALSE,United States of America,W,USA,United States,United States of America,Swimming,SWM,,4,
T234067164063,FALSE,United States of America,M,USA,United States,United States of America,Swimming,SWM,,4,
T235250241164,FALSE,Croatia,M,CRO,Croatia,Croatia,Rowing,ROW,Men's Double Sculls,2,
T236149232187,FALSE,United States of America,M,USA,United States,United States of America,Swimming,SWM,,4,
T237004209070,FALSE,Russian Federation,M,RUS,Russian Federation,Russian Federation,Swimming,SWM,,4,
T239108182176,FALSE,Netherlands,W,NED,Netherlands,Netherlands,Swimming,SWM,,4,
T239136002118,FALSE,Poland,W,POL,Poland,Poland,Canoe Sprint,CSP,Women's Kayak Four 500m,4,
T240145002027,FALSE,Republic of Korea,M,KOR,Korea,Republic of Korea,Archery,ARC,,3,
T240229054098,FALSE,Australia,W,AUS,Australia,Australia,Swimming,SWM,,4,
T241054177157,FALSE,United States of America,M,USA,United States,United States of America,Swimming,SWM,,4,
T241090199113,FALSE,Republic of Korea,M,KOR,Korea,Republic of Korea,Archery,ARC,,3,
T241211162236,FALSE,Italy,M,ITA,Italy,Italy,Swimming,SWM,,4,
T241222252249,FALSE,Great Britain,X,GBR,Great Britain,Great Britain,Swimming,SWM,,4,
T242000170096,FALSE,People's Republic of China,X,CHN,China,People's Republic of China,Shooting,SHO,,2,
T242075099067,FALSE,Great Britain,M,GBR,Great Britain,Great Britain,Swimming,SWM,,4,
T242254057065,FALSE,Italy,M,ITA,Italy,Italy,Cycling Track,CTR,,4,
T243053252043,FALSE,Italy,M,ITA,Italy,Italy,Cycling Track,CTR,,4,
T243153023105,FALSE,United States of America,M,USA,United States,United States of America,Swimming,SWM,,4,
T243187227111,FALSE,Australia,W,AUS,Australia,Australia,Swimming,SWM,,4,
T244008189081,FALSE,Serbia,M,SRB,Serbia,Serbia,Swimming,SWM,,4,
T244157063110,FALSE,United States of America,M,USA,United States,United States of America,Swimming,SWM,,4,
T245049147179,FALSE,United States of America,M,USA,United States,United States of America,Swimming,SWM,,4,
T245225170159,FALSE,Italy,W,ITA,Italy,Italy,Swimming,SWM,,4,
T245241122029,FALSE,United States of America,M,USA,United States,United States of America,Swimming,SWM,,4,
T246010078220,FALSE,United States of America,W,USA,United States,United States of America,Swimming,SWM,,4,
T246128120147,FALSE,Kuwait,X,KUW,Kuwait,Kuwait,Shooting,SHO,,2,
T246191162159,FALSE,New Zealand,W,NZL,New Zealand,New Zealand,Rowing,ROW,Women's Four,4,
T246209147071,FALSE,India,X,IND,India,India,Shooting,SHO,,2,
T246234046059,FALSE,United States of America,M,USA,United States,United States of America,Swimming,SWM,,4,
T247150124139,FALSE,United States of America,M,USA,United States,United States of America,Swimming,SWM,,4,
T249015074213,FALSE,Great Britain,X,GBR,Great Britain,Great Britain,Swimming,SWM,,4,
T249049140097,FALSE,People's Republic of China,X,CHN,China,People's Republic of China,Swimming,SWM,,4,
T249066122070,FALSE,United States of America,M,USA,United States,United States of America,Swimming,SWM,,4,
T251084043155,FALSE,United States of America,M,USA,United States,United States of America,Swimming,SWM,,4,
T251234141132,FALSE,United States of America,M,USA,United States,United States of America,Swimming,SWM,,4,
T251237025181,FALSE,People's Republic of China,W,CHN,China,People's Republic of China,Swimming,SWM,,4,
T253093211118,FALSE,Russian Federation,M,RUS,Russian Federation,Russian Federation,Swimming,SWM,,4,
T254025182131,FALSE,Germany,W,GER,Germany,Germany,Swimming,SWM,,4,
T254078068205,FALSE,United States of America,W,USA,United States,United States of America,Swimming,SWM,,4,
T255047189153,FALSE,United States of America,M,USA,United States,United States of America,Swimming,SWM,,4,
T80212896,FALSE,Great Britain,M,GBR,Great Britain,Great Britain,Athletics,ATH,,4,
T80214279,FALSE,Australia,W,AUS,Australia,Australia,Athletics,ATH,,4,
T80214289,FALSE,Nigeria,W,NGR,Nigeria,Nigeria,Athletics,ATH,,4,
T80214643,FALSE,United States of America,M,USA,United States,United States of America,Athletics,ATH,,4,
T80229963,FALSE,German Democratic Republic,W,GDR,German Dem. Republic,German Democratic Republic,Athletics,ATH,,4,
T80296594,FALSE,USSR,W,URS,USSR,USSR,Athletics,ATH,,4,
T80297652,FALSE,People's Republic of China,W,CHN,China,People's Republic of China,Athletics,ATH,,4,
T80297690,FALSE,People's Republic of China,W,CHN,China,People's Republic of China,Athletics,ATH,,4,
T80381188,FALSE,Brazil,M,BRA,Brazil,Brazil,Athletics,ATH,,4,
T80394592,FALSE,Australia,M,AUS,Australia,Australia,Athletics,ATH,,4,
T80394594,FALSE,Australia,M,AUS,Australia,Australia,Athletics,ATH,,4,
T80398204,FALSE,United States of America,W,USA,United States,United States of America,Athletics,ATH,,4,
T80517879,FALSE,United States of America,M,USA,United States,United States of America,Athletics,ATH,,4,
T80589681,FALSE,United States of America,W,USA,United States,United States of America,Athletics,ATH,,4,
T81855168,FALSE,Brazil,W,BRA,Brazil,Brazil,Athletics,ATH,,4,
T82808046,FALSE,Australia,M,AUS,Australia,Australia,Athletics,ATH,,4,
T82808159,FALSE,United States of America,W,USA,United States,United States of America,Athletics,ATH,,4,
T82810068,FALSE,Jamaica,M,JAM,Jamaica,Jamaica,Athletics,ATH,,4,
T83931365,FALSE,Brazil,W,BRA,Brazil,Brazil,Athletics,ATH,,4,
T88414807,FALSE,United States of America,M,USA,United States,United States of America,Athletics,ATH,,4,
T91040376,FALSE,Bahrain,X,BRN,Bahrain,Bahrain,Athletics,ATH,,4,
T91047112,FALSE,South Africa,M,RSA,South Africa,South Africa,Athletics,ATH,,4,
T91048122,FALSE,Great Britain,M,GBR,Great Britain,Great Britain,Athletics,ATH,,4,
T91048123,FALSE,Japan,M,JPN,Japan,Japan,Athletics,ATH,,4,
T91048124,FALSE,Brazil,M,BRA,Brazil,Brazil,Athletics,ATH,,4,
T92656676,FALSE,Australia,X,AUS,Australia,Australia,Athletics,ATH,,4,
T92835504,FALSE,Poland,X,POL,Poland,Poland,Athletics,ATH,,4,
T92851915,FALSE,Botswana,M,BOT,Botswana,Botswana,Athletics,ATH,,4,
T92886354,FALSE,South Africa,M,RSA,South Africa,South Africa,Athletics,ATH,,4,
T94166163,FALSE,United States of America,X,USA,United States,United States of America,Athletics,ATH,,4,
T94172565,FALSE,Jamaica,W,JAM,Jamaica,Jamaica,Athletics,ATH,,4,
T96104270,FALSE,United States of America,X,USA,United States,United States of America,Athletics,ATH,,4,
T96112474,FALSE,Côte d'Ivoire,W,CIV,Côte d'Ivoire,Côte d'Ivoire,Athletics,ATH,,4,
T96113713,FALSE,India,M,IND,India,India,Athletics,ATH,,4,
T97087390,FALSE,Colombia,X,COL,Colombia,Colombia,Athletics,ATH,,4,
T97199356,FALSE,Australia,W,AUS,Australia,Australia,Athletics,ATH,,4,
T97446556,FALSE,Kenya,X,KEN,Kenya,Kenya,Athletics,ATH,,4,
TENMDOUBLES-AIN01,TRUE,Medvedev / Safiullin,M,AIN,AIN,AIN,Tennis,TEN,Men's Doubles,2,
TENMDOUBLES-ARG01,TRUE,Gonzalez / Molteni,M,ARG,Argentina,Argentina,Tennis,TEN,Men's Doubles,2,
TENMDOUBLES-ARG02,TRUE,Etcheverry / Navone,M,ARG,Argentina,Argentina,Tennis,TEN,Men's Doubles,2,
TENMDOUBLES-AUS01,TRUE,Popyrin / de Minaur,M,AUS,Australia,Australia,Tennis,TEN,Men's Doubles,2,
TENMDOUBLES-AUS02,TRUE,Ebden / Peers,M,AUS,Australia,Australia,Tennis,TEN,Men's Doubles,2,
TENMDOUBLES-BEL01,TRUE,Gille / Vliegen,M,BEL,Belgium,Belgium,Tennis,TEN,Men's Doubles,2,
TENMDOUBLES-BRA01,TRUE,Monteiro / Seyboth Wild,M,BRA,Brazil,Brazil,Tennis,TEN,Men's Doubles,2,
TENMDOUBLES-CAN01,TRUE,Auger-Aliassime / Raonic,M,CAN,Canada,Canada,Tennis,TEN,Men's Doubles,2,
TENMDOUBLES-CHI01,TRUE,Jarry / Tabilo,M,CHI,Chile,Chile,Tennis,TEN,Men's Doubles,2,
TENMDOUBLES-CRO01,TRUE,Mektic / Pavic,M,CRO,Croatia,Croatia,Tennis,TEN,Men's Doubles,2,
TENMDOUBLES-CZE01,TRUE,Machac / Pavlasek,M,CZE,Czechia,Czechia,Tennis,TEN,Men's Doubles,2,
TENMDOUBLES-ESP01,TRUE,Alcaraz / Nadal,M,ESP,Spain,Spain,Tennis,TEN,Men's Doubles,2,
TENMDOUBLES-ESP02,TRUE,Carreno Busta / Granollers,M,ESP,Spain,Spain,Tennis,TEN,Men's Doubles,2,
TENMDOUBLES-FRA01,TRUE,Monfils / Roger-Vasselin,M,FRA,France,France,Tennis,TEN,Men's Doubles,2,
TENMDOUBLES-FRA02,TRUE,Fils / Humbert,M,FRA,France,France,Tennis,TEN,Men's Doubles,2,
TENMDOUBLES-GBR01,TRUE,Salisbury / Skupski,M,GBR,Great Britain,Great Britain,Tennis,TEN,Men's Doubles,2,
TENMDOUBLES-GBR02,TRUE,Evans / Murray,M,GBR,Great Britain,Great Britain,Tennis,TEN,Men's Doubles,2,
TENMDOUBLES-GER01,TRUE,Krawietz / Puetz,M,GER,Germany,Germany,Tennis,TEN,Men's Doubles,2,
TENMDOUBLES-GER02,TRUE,Koepfer / Struff,M,GER,Germany,Germany,Tennis,TEN,Men's Doubles,2,
TENMDOUBLES-GRE01,TRUE,Tsitsipas / Tsitsipas,M,GRE,Greece,Greece,Tennis,TEN,Men's Doubles,2,
TENMDOUBLES-HUN01,TRUE,Fucsovics / Marozsan,M,HUN,Hungary,Hungary,Tennis,TEN,Men's Doubles,2,
TENMDOUBLES-IND01,TRUE,Balaji / Bopanna,M,IND,India,India,Tennis,TEN,Men's Doubles,2,
TENMDOUBLES-ITA01,TRUE,Darderi / Musetti,M,ITA,Italy,Italy,Tennis,TEN,Men's Doubles,2,
TENMDOUBLES-ITA02,TRUE,Bolelli / Vavassori,M,ITA,Italy,Italy,Tennis,TEN,Men's Doubles,2,
TENMDOUBLES-JPN01,TRUE,Daniel / Nishikori,M,JPN,Japan,Japan,Tennis,TEN,Men's Doubles,2,
TENMDOUBLES-KAZ01,TRUE,Bublik / Nedovyesov,M,KAZ,Kazakhstan,Kazakhstan,Tennis,TEN,Men's Doubles,2,
TENMDOUBLES-LBN01,TRUE,Habib / Hassan,M,LBN,Lebanon,Lebanon,Tennis,TEN,Men's Doubles,2,
TENMDOUBLES-NED01,TRUE,Griekspoor / Koolhof,M,NED,Netherlands,Netherlands,Tennis,TEN,Men's Doubles,2,
TENMDOUBLES-NED02,TRUE,Haase / Rojer,M,NED,Netherlands,Netherlands,Tennis,TEN,Men's Doubles,2,
TENMDOUBLES-POL01,TRUE,Hurkacz / Zielinski,M,POL,Poland,Poland,Tennis,TEN,Men's Doubles,2,
TENMDOUBLES-POR01,TRUE,Borges / Cabral,M,POR,Portugal,Portugal,Tennis,TEN,Men's Doubles,2,
TENMDOUBLES-USA01,TRUE,Fritz / Paul,M,USA,United States,United States of America,Tennis,TEN,Men's Doubles,2,
TENMDOUBLES-USA02,TRUE,Krajicek / Ram,M,USA,United States,United States of America,Tennis,TEN,Men's Doubles,2,
TENWDOUBLES-AIN01,TRUE,Alexandrova / Vesnina,W,AIN,AIN,AIN,Tennis,TEN,Women's Doubles,2,
TENWDOUBLES-AIN02,TRUE,Andreeva / Shnaider,W,AIN,AIN,AIN,Tennis,TEN,Women's Doubles,2,
TENWDOUBLES-ARG01,TRUE,Carle / Podoroska,W,ARG,Argentina,Argentina,Tennis,TEN,Women's Doubles,2,
TENWDOUBLES-AUS01,TRUE,Perez / Saville,W,AUS,Australia,Australia,Tennis,TEN,Women's Doubles,2,
TENWDOUBLES-AUS02,TRUE,Gadecki / Tomljanovic,W,AUS,Australia,Australia,Tennis,TEN,Women's Doubles,2,
TENWDOUBLES-BRA01,TRUE,Haddad Maia / Stefani,W,BRA,Brazil,Brazil,Tennis,TEN,Women's Doubles,2,
TENWDOUBLES-CAN01,TRUE,Dabrowski / Fernandez,W,CAN,Canada,Canada,Tennis,TEN,Women's Doubles,2,
TENWDOUBLES-CHN01,TRUE,Yuan / Zhang,W,CHN,China,People's Republic of China,Tennis,TEN,Women's Doubles,2,
TENWDOUBLES-CHN02,TRUE,Wang / Zheng,W,CHN,China,People's Republic of China,Tennis,TEN,Women's Doubles,2,
TENWDOUBLES-CZE01,TRUE,Muchova / Noskova,W,CZE,Czechia,Czechia,Tennis,TEN,Women's Doubles,2,
TENWDOUBLES-CZE02,TRUE,Krejcikova / Siniakova,W,CZE,Czechia,Czechia,Tennis,TEN,Women's Doubles,2,
TENWDOUBLES-ESP01,TRUE,Bucsa / Sorribes Tormo,W,ESP,Spain,Spain,Tennis,TEN,Women's Doubles,2,
TENWDOUBLES-FRA01,TRUE,Garcia / Parry,W,FRA,France,France,Tennis,TEN,Women's Doubles,2,
TENWDOUBLES-FRA02,TRUE,Burel / Gracheva,W,FRA,France,France,Tennis,TEN,Women's Doubles,2,
TENWDOUBLES-GBR01,TRUE,Boulter / Watson,W,GBR,Great Britain,Great Britain,Tennis,TEN,Women's Doubles,2,
TENWDOUBLES-GER01,TRUE,Kerber / Siegemund,W,GER,Germany,Germany,Tennis,TEN,Women's Doubles,2,
TENWDOUBLES-GER02,TRUE,Korpatsch / Maria,W,GER,Germany,Germany,Tennis,TEN,Women's Doubles,2,
TENWDOUBLES-GRE01,TRUE,Papamichail / Sakkari,W,GRE,Greece,Greece,Tennis,TEN,Women's Doubles,2,
TENWDOUBLES-ITA01,TRUE,Errani / Paolini,W,ITA,Italy,Italy,Tennis,TEN,Women's Doubles,2,
TENWDOUBLES-ITA02,TRUE,Bronzetti / Cocciaretto,W,ITA,Italy,Italy,Tennis,TEN,Women's Doubles,2,
TENWDOUBLES-JPN01,TRUE,Aoyama / Shibahara,W,JPN,Japan,Japan,Tennis,TEN,Women's Doubles,2,
TENWDOUBLES-NED01,TRUE,Rus / Schuurs,W,NED,Netherlands,Netherlands,Tennis,TEN,Women's Doubles,2,
TENWDOUBLES-NZL01,TRUE,Routliffe / Sun,W,NZL,New Zealand,New Zealand,Tennis,TEN,Women's Doubles,2,
TENWDOUBLES-POL01,TRUE,Linette / Rosolska,W,POL,Poland,Poland,Tennis,TEN,Women's Doubles,2,
TENWDOUBLES-ROU01,TRUE,Begu / Niculescu,W,ROU,Romania,Romania,Tennis,TEN,Women's Doubles,2,
TENWDOUBLES-ROU02,TRUE,Bogdan / Cristian,W,ROU,Romania,Romania,Tennis,TEN,Women's Doubles,2,
TENWDOUBLES-TPE01,TRUE,Hsieh / Tsao,W,TPE,Chinese Taipei,Chinese Taipei,Tennis,TEN,Women's Doubles,2,
TENWDOUBLES-TPE02,TRUE,Chan / Chan,W,TPE,Chinese Taipei,Chinese Taipei,Tennis,TEN,Women's Doubles,2,
TENWDOUBLES-UKR01,TRUE,Kostyuk / Yastremska,W,UKR,Ukraine,Ukraine,Tennis,TEN,Women's Doubles,2,
TENWDOUBLES-UKR02,TRUE,Kichenok / Kichenok,W,UKR,Ukraine,Ukraine,Tennis,TEN,Women's Doubles,2,
